,Unnamed: 0,CollegeName,CourseName,Caste,CutOff,Year
8708,8708," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Information Technology,TFWS,12163,2021
8709,8709," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Information Technology,EWS,29195,2021
8710,8710," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GOPENH,46953,2021
8711,8711," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GSCH,61492,2021
8712,8712," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GNT2H,67418,2021
8713,8713," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GNT3H,51838,2021
8714,8714," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GOBCH,53762,2021
8715,8715," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,LOPENH,32425,2021
8716,8716," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,LNT1H,39762,2021
8717,8717," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GOPENO,73805,2021
8718,8718," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,LOPENO,87504,2021
8719,8719," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,GOBCO,56535,2021
8720,8720," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,LOPENO,38026,2021
8721,8721," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,LOBCO,47330,2021
8722,8722," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,TFWS,23203,2021
8723,8723," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electrical Engineering,EWS,62293,2021
8724,8724," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GOPENH,33500,2021
8725,8725," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GSCH,65307,2021
8726,8726," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GSTH,79519,2021
8727,8727," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GNT1H,62072,2021
8728,8728," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GNT3H,40742,2021
8729,8729," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GOBCH,36847,2021
8730,8730," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LOPENH,28226,2021
8731,8731," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LSCH,62174,2021
8732,8732," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LNT2H,60575,2021
8733,8733," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LOBCH,34835,2021
8734,8734," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GOPENO,73837,2021
8735,8735," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GSCO,75777,2021
8736,8736," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,GOBCO,83951,2021
8737,8737," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LOPENO,51087,2021
8738,8738," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,LOBCO,31236,2021
8739,8739," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,TFWS,18467,2021
8740,8740," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics and Telecommunication Engg,EWS,60284,2021
8741,8741," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GOPENH,62522,2021
8742,8742," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GNT2H,83719,2021
8743,8743," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GOBCH,66166,2021
8744,8744," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,LOPENH,60825,2021
8745,8745," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,LOBCH,62544,2021
8746,8746," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GOPENO,51560,2021
8747,8747," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GNT3O,52923,2021
8748,8748," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,GOBCO,69408,2021
8749,8749," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,LOPENO,45030,2021
8750,8750," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,LOBCO,65186,2021
8751,8751," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,TFWS,31613,2021
8752,8752," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Electronics Engineering,EWS,77094,2021
8753,8753," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Production Engineering,GOPENH,87797,2021
8754,8754," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Production Engineering,LOPENH,87064,2021
8755,8755," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Production Engineering,GOPENO,70757,2021
8756,8756," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Production Engineering,LOPENO,76159,2021
8757,8757," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GOPENH,59135,2021
8758,8758," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GSCH,68094,2021
8759,8759," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GSTH,65571,2021
8760,8760," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GVJH,59623,2021
8761,8761," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GNT2H,88583,2021
8762,8762," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GNT3H,61615,2021
8763,8763," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GOBCH,68988,2021
8764,8764," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,LOPENH,53344,2021
8765,8765," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,LOBCH,74294,2021
8766,8766," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GOPENO,84195,2021
8767,8767," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,LOPENO,51373,2021
8768,8768," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GOPENO,55005,2021
8769,8769," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GNT3O,65155,2021
8770,8770," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,GOBCO,71150,2021
8771,8771," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,LOPENO,57414,2021
8772,8772," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,LOBCO,75442,2021
8773,8773," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,TFWS,28070,2021
8774,8774," Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner", Mechanical Engineering,EWS,79575,2021
8775,8775," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,GOPENH,84594,2021
8776,8776," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,LOPENH,86767,2021
8777,8777," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,GOPENO,87636,2021
8778,8778," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,LOPENO,85087,2021
8779,8779," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,MI,86668,2021
8780,8780," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Civil Engineering,TFWS,68884,2021
8781,8781," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,GOPENH,69173,2021
8782,8782," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,LOPENH,64790,2021
8783,8783," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,GOPENO,88353,2021
8784,8784," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,GOPENO,69335,2021
8785,8785," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,LOPENO,66083,2021
8786,8786," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,MI,77216,2021
8787,8787," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Computer Engineering,TFWS,38113,2021
8788,8788," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electrical Engineering,GOPENH,88108,2021
8789,8789," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electrical Engineering,LOPENH,77583,2021
8790,8790," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electrical Engineering,LOPENO,66311,2021
8791,8791," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electrical Engineering,MI,87296,2021
8792,8792," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electronics and Telecommunication Engg,GOPENH,87417,2021
8793,8793," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electronics and Telecommunication Engg,LOPENH,87751,2021
8794,8794," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electronics and Telecommunication Engg,LOPENO,50067,2021
8795,8795," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Electronics and Telecommunication Engg,MI,88004,2021
8796,8796," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Instrumentation Engineering,MI,87831,2021
8797,8797," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Mechanical Engineering,GOPENH,85741,2021
8798,8798," P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar", Mechanical Engineering,MI,84568,2021
8799,8799," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Civil Engineering,GOPENH,88094,2021
8800,8800," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Civil Engineering,LOPENH,80191,2021
8801,8801," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,GOPENH,85888,2021
8802,8802," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,LOPENH,84608,2021
8803,8803," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,GOPENO,86164,2021
8804,8804," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,GOPENO,81363,2021
8805,8805," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,LOPENO,75556,2021
8806,8806," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Computer Engineering,TFWS,55003,2021
8807,8807," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Electronics and Telecommunication Engg,GOPENH,57085,2021
8808,8808," T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur", Mechanical Engineering,GOPENH,84138,2021
8809,8809," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Civil Engineering,GOPENH,88319,2021
8810,8810," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Civil Engineering,LOPENH,81083,2021
8811,8811," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Civil Engineering,GOPENO,72140,2021
8812,8812," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GOPENH,77096,2021
8813,8813," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GNT2H,83860,2021
8814,8814," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GOBCH,85426,2021
8815,8815," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,LOPENH,75076,2021
8816,8816," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,LOBCH,79087,2021
8817,8817," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GOPENO,52843,2021
8818,8818," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,LOPENO,87490,2021
8819,8819," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GOPENO,77606,2021
8820,8820," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GNT2O,84164,2021
8821,8821," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,GOBCO,86747,2021
8822,8822," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,LOBCO,82827,2021
8823,8823," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,TFWS,52072,2021
8824,8824," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Computer Engineering,EWS,84287,2021
8825,8825," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Electrical Engineering,GOPENH,88097,2021
8826,8826," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Electrical Engineering,GOPENO,68734,2021
8827,8827," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Electronics and Telecommunication Engg,LOPENH,60834,2021
8828,8828," Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule", Mechanical Engineering,GOPENH,48934,2021
8829,8829," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Civil Engineering,GOPENH,82470,2021
8830,8830," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Civil Engineering,LOPENH,61218,2021
8831,8831," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Civil Engineering,GOPENH,73442,2021
8832,8832," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,GOPENH,63829,2021
8833,8833," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,LOPENH,55086,2021
8834,8834," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,GOPENO,63487,2021
8835,8835," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,LOPENO,30001,2021
8836,8836," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,MI,44877,2021
8837,8837," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Computer Science and Engineering,TFWS,36154,2021
8838,8838," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Electrical Engineering,GOPENH,81144,2021
8839,8839," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Electrical Engineering,LOPENH,76126,2021
8840,8840," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Electronics and Telecommunication Engg,GOPENH,85327,2021
8841,8841," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Electronics and Telecommunication Engg,LOPENH,66382,2021
8842,8842," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Electronics and Telecommunication Engg,LOPENO,47552,2021
8843,8843," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Mechanical Engineering,GOPENH,87059,2021
8844,8844," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Robotics,GOPENH,64483,2021
8845,8845," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Robotics,LOPENH,86333,2021
8846,8846," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Robotics,GOPENO,75047,2021
8847,8847," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Artificial Intelligence and Data Science,GOPENH,41543,2021
8848,8848," Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal", Artificial Intelligence and Data Science,LOPENH,88435,2021
8849,8849," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,GOPENH,71758,2021
8850,8850," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,GOBCH,87016,2021
8851,8851," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,LOPENH,60529,2021
8852,8852," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,LOBCH,76317,2021
8853,8853," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,GOPENO,85181,2021
8854,8854," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,LOPENO,41658,2021
8855,8855," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,LOBCO,47985,2021
8856,8856," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,GOPENO,65156,2021
8857,8857," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,GOBCO,87967,2021
8858,8858," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Computer Engineering,TFWS,68238,2021
8859,8859," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Electrical Engineering,GOPENH,88499,2021
8860,8860," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Electronics and Telecommunication Engg,GOPENH,81010,2021
8861,8861," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Mechanical Engineering,GOPENH,84202,2021
8862,8862," Godavari Foundation's Godavari College Of Engineering, Jalgaon", Mechanical Engineering,GOPENH,75209,2021
8863,8863," R. C. Patel Institute of Technology, Shirpur", Civil Engineering,GOPENS,60645,2021
8864,8864," R. C. Patel Institute of Technology, Shirpur", Civil Engineering,LOPENS,60901,2021
8865,8865," R. C. Patel Institute of Technology, Shirpur", Civil Engineering,TFWS,20261,2021
8866,8866," R. C. Patel Institute of Technology, Shirpur", Computer Engineering,GOPENS,38211,2021
8867,8867," R. C. Patel Institute of Technology, Shirpur", Computer Engineering,LOPENS,36635,2021
8868,8868," R. C. Patel Institute of Technology, Shirpur", Computer Engineering,MI,80370,2021
8869,8869," R. C. Patel Institute of Technology, Shirpur", Computer Engineering,TFWS,15895,2021
8870,8870," R. C. Patel Institute of Technology, Shirpur", Electrical Engineering,GOPENS,66409,2021
8871,8871," R. C. Patel Institute of Technology, Shirpur", Electrical Engineering,LOPENS,66132,2021
8872,8872," R. C. Patel Institute of Technology, Shirpur", Electrical Engineering,MI,81569,2021
8873,8873," R. C. Patel Institute of Technology, Shirpur", Electrical Engineering,TFWS,35104,2021
8874,8874," R. C. Patel Institute of Technology, Shirpur", Electronics and Telecommunication Engg,GOPENS,59246,2021
8875,8875," R. C. Patel Institute of Technology, Shirpur", Electronics and Telecommunication Engg,LOPENS,57105,2021
8876,8876," R. C. Patel Institute of Technology, Shirpur", Electronics and Telecommunication Engg,TFWS,25496,2021
8877,8877," R. C. Patel Institute of Technology, Shirpur", Mechanical Engineering,GOPENS,66905,2021
8878,8878," R. C. Patel Institute of Technology, Shirpur", Mechanical Engineering,LOPENS,75404,2021
8879,8879," R. C. Patel Institute of Technology, Shirpur", Mechanical Engineering,TFWS,40384,2021
8880,8880," R. C. Patel Institute of Technology, Shirpur", Computer Science and Engineering(Data Science),GOPENS,43405,2021
8881,8881," R. C. Patel Institute of Technology, Shirpur", Computer Science and Engineering(Data Science),LOPENS,45560,2021
8882,8882," R. C. Patel Institute of Technology, Shirpur", Computer Science and Engineering(Data Science),MI,42190,2021
8883,8883," R. C. Patel Institute of Technology, Shirpur", Computer Science and Engineering(Data Science),TFWS,13504,2021
8884,8884," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,GOPENH,80795,2021
8885,8885," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,LOPENH,77003,2021
8886,8886," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,GOPENO,87000,2021
8887,8887," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,LOPENO,80380,2021
8888,8888," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,GOPENO,75553,2021
8889,8889," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,LOPENO,64493,2021
8890,8890," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,MI,77641,2021
8891,8891," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Civil Engineering,TFWS,42809,2021
8892,8892," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,GOPENH,48678,2021
8893,8893," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,LOPENH,47694,2021
8894,8894," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,GOPENO,65612,2021
8895,8895," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,LOPENO,62488,2021
8896,8896," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,MI,82558,2021
8897,8897," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Computer Engineering,TFWS,20188,2021
8898,8898," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,GOPENH,81748,2021
8899,8899," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,LOPENH,74265,2021
8900,8900," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,GOPENO,69297,2021
8901,8901," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,LOPENO,77062,2021
8902,8902," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,GOPENO,88549,2021
8903,8903," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Electronics and Telecommunication Engg,TFWS,47419,2021
8904,8904," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Mechanical Engineering,GOPENH,85896,2021
8905,8905," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Mechanical Engineering,LOPENH,53500,2021
8906,8906," SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)", Mechanical Engineering,GOPENH,81069,2021
