,Unnamed: 0,CollegeName,CourseName,Caste,CutOff,Year
0,0," Government College of Engineering, Amravati", Civil Engineering,GSCS,22798,2021
1,1," Government College of Engineering, Amravati", Civil Engineering,GSTS,48088,2021
2,2," Government College of Engineering, Amravati", Civil Engineering,GVJS,17483,2021
3,3," Government College of Engineering, Amravati", Civil Engineering,GNT1S,17926,2021
4,4," Government College of Engineering, Amravati", Civil Engineering,GNT2S,22831,2021
5,5," Government College of Engineering, Amravati", Civil Engineering,GNT3S,14822,2021
6,6," Government College of Engineering, Amravati", Civil Engineering,GOBCS,14638,2021
7,7," Government College of Engineering, Amravati", Civil Engineering,LOPENS,14417,2021
8,8," Government College of Engineering, Amravati", Civil Engineering,LSCS,25506,2021
9,9," Government College of Engineering, Amravati", Civil Engineering,LSTS,40879,2021
10,10," Government College of Engineering, Amravati", Civil Engineering,LVJS,17255,2021
11,11," Government College of Engineering, Amravati", Civil Engineering,LNT2S,22621,2021
12,12," Government College of Engineering, Amravati", Civil Engineering,LOBCS,18303,2021
13,13," Government College of Engineering, Amravati", Civil Engineering,DEFOPENS,35039,2021
14,14," Government College of Engineering, Amravati", Civil Engineering,TFWS,9631,2021
15,15," Government College of Engineering, Amravati", Civil Engineering,DEFROBCS,36639,2021
16,16," Government College of Engineering, Amravati", Civil Engineering,EWS,14097,2021
17,17," Government College of Engineering, Amravati", Computer Science and Engineering,GOPENS,4109,2021
18,18," Government College of Engineering, Amravati", Computer Science and Engineering,GSCS,10315,2021
19,19," Government College of Engineering, Amravati", Computer Science and Engineering,GSTS,32442,2021
20,20," Government College of Engineering, Amravati", Computer Science and Engineering,GVJS,13537,2021
21,21," Government College of Engineering, Amravati", Computer Science and Engineering,GNT1S,7607,2021
22,22," Government College of Engineering, Amravati", Computer Science and Engineering,GNT2S,8402,2021
23,23," Government College of Engineering, Amravati", Computer Science and Engineering,GNT3S,9385,2021
24,24," Government College of Engineering, Amravati", Computer Science and Engineering,GOBCS,4671,2021
25,25," Government College of Engineering, Amravati", Computer Science and Engineering,LOPENS,3952,2021
26,26," Government College of Engineering, Amravati", Computer Science and Engineering,LSCS,12391,2021
27,27," Government College of Engineering, Amravati", Computer Science and Engineering,LSTS,33669,2021
28,28," Government College of Engineering, Amravati", Computer Science and Engineering,LNT1S,13863,2021
29,29," Government College of Engineering, Amravati", Computer Science and Engineering,LNT2S,7216,2021
30,30," Government College of Engineering, Amravati", Computer Science and Engineering,LOBCS,4383,2021
31,31," Government College of Engineering, Amravati", Computer Science and Engineering,PWDOPENS,36709,2021
32,32," Government College of Engineering, Amravati", Computer Science and Engineering,DEFOPENS,12165,2021
33,33," Government College of Engineering, Amravati", Computer Science and Engineering,TFWS,3662,2021
34,34," Government College of Engineering, Amravati", Computer Science and Engineering,PWDRSCS,38936,2021
35,35," Government College of Engineering, Amravati", Computer Science and Engineering,DEFROBCS,16708,2021
36,36," Government College of Engineering, Amravati", Computer Science and Engineering,EWS,5821,2021
37,37," Government College of Engineering, Amravati", Information Technology,GOPENS,6194,2021
38,38," Government College of Engineering, Amravati", Information Technology,GSCS,16108,2021
39,39," Government College of Engineering, Amravati", Information Technology,GSTS,38361,2021
40,40," Government College of Engineering, Amravati", Information Technology,GVJS,13931,2021
41,41," Government College of Engineering, Amravati", Information Technology,GNT1S,10163,2021
42,42," Government College of Engineering, Amravati", Information Technology,GNT2S,11149,2021
43,43," Government College of Engineering, Amravati", Information Technology,GOBCS,6851,2021
44,44," Government College of Engineering, Amravati", Information Technology,LOPENS,6948,2021
45,45," Government College of Engineering, Amravati", Information Technology,LSCS,15699,2021
46,46," Government College of Engineering, Amravati", Information Technology,LSTS,28410,2021
47,47," Government College of Engineering, Amravati", Information Technology,LVJS,28682,2021
48,48," Government College of Engineering, Amravati", Information Technology,LNT3S,26192,2021
49,49," Government College of Engineering, Amravati", Information Technology,LOBCS,7926,2021
50,50," Government College of Engineering, Amravati", Information Technology,DEFOPENS,19427,2021
51,51," Government College of Engineering, Amravati", Information Technology,TFWS,5502,2021
52,52," Government College of Engineering, Amravati", Information Technology,DEFROBCS,20732,2021
53,53," Government College of Engineering, Amravati", Information Technology,EWS,7351,2021
54,54," Government College of Engineering, Amravati", Electrical Engineering,GOPENS,13652,2021
55,55," Government College of Engineering, Amravati", Electrical Engineering,GSCS,20262,2021
56,56," Government College of Engineering, Amravati", Electrical Engineering,GSTS,58904,2021
57,57," Government College of Engineering, Amravati", Electrical Engineering,GVJS,19003,2021
58,58," Government College of Engineering, Amravati", Electrical Engineering,GNT1S,23935,2021
59,59," Government College of Engineering, Amravati", Electrical Engineering,GNT2S,16140,2021
60,60," Government College of Engineering, Amravati", Electrical Engineering,GNT3S,33764,2021
61,61," Government College of Engineering, Amravati", Electrical Engineering,GOBCS,15448,2021
62,62," Government College of Engineering, Amravati", Electrical Engineering,LOPENS,15527,2021
63,63," Government College of Engineering, Amravati", Electrical Engineering,LSCS,20627,2021
64,64," Government College of Engineering, Amravati", Electrical Engineering,LSTS,22693,2021
65,65," Government College of Engineering, Amravati", Electrical Engineering,LNT1S,16635,2021
66,66," Government College of Engineering, Amravati", Electrical Engineering,LNT2S,24621,2021
67,67," Government College of Engineering, Amravati", Electrical Engineering,LOBCS,16892,2021
68,68," Government College of Engineering, Amravati", Electrical Engineering,DEFOPENS,48882,2021
69,69," Government College of Engineering, Amravati", Electrical Engineering,TFWS,9912,2021
70,70," Government College of Engineering, Amravati", Electrical Engineering,DEFRSCS,66643,2021
71,71," Government College of Engineering, Amravati", Electrical Engineering,EWS,13448,2021
72,72," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GOPENS,10626,2021
73,73," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GSCS,21248,2021
74,74," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GSTS,56884,2021
75,75," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GVJS,32694,2021
76,76," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GNT1S,14870,2021
77,77," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GNT2S,13855,2021
78,78," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GNT3S,28497,2021
79,79," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,GOBCS,11529,2021
80,80," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,LOPENS,11257,2021
81,81," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,LSCS,26749,2021
82,82," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,LSTS,50427,2021
83,83," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,LVJS,19954,2021
84,84," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,LOBCS,13435,2021
85,85," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,DEFOPENS,28266,2021
86,86," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,TFWS,9087,2021
87,87," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,DEFRSCS,53649,2021
88,88," Government College of Engineering, Amravati", Electronics and Telecommunication Engg,EWS,10882,2021
89,89," Government College of Engineering, Amravati", Instrumentation Engineering,GOPENS,21366,2021
90,90," Government College of Engineering, Amravati", Instrumentation Engineering,GSCS,41215,2021
91,91," Government College of Engineering, Amravati", Instrumentation Engineering,GVJS,82782,2021
92,92," Government College of Engineering, Amravati", Instrumentation Engineering,GNT3S,28873,2021
93,93," Government College of Engineering, Amravati", Instrumentation Engineering,GOBCS,22155,2021
94,94," Government College of Engineering, Amravati", Instrumentation Engineering,LOPENS,21097,2021
95,95," Government College of Engineering, Amravati", Instrumentation Engineering,LSCS,44474,2021
96,96," Government College of Engineering, Amravati", Instrumentation Engineering,LNT2S,28439,2021
97,97," Government College of Engineering, Amravati", Instrumentation Engineering,LOBCS,21611,2021
98,98," Government College of Engineering, Amravati", Instrumentation Engineering,TFWS,17283,2021
99,99," Government College of Engineering, Amravati", Instrumentation Engineering,EWS,18097,2021
100,100," Government College of Engineering, Amravati", Mechanical Engineering,GOPENS,11560,2021
101,101," Government College of Engineering, Amravati", Mechanical Engineering,GSCS,19399,2021
102,102," Government College of Engineering, Amravati", Mechanical Engineering,GSTS,44560,2021
103,103," Government College of Engineering, Amravati", Mechanical Engineering,GVJS,16552,2021
104,104," Government College of Engineering, Amravati", Mechanical Engineering,GNT1S,14771,2021
105,105," Government College of Engineering, Amravati", Mechanical Engineering,GNT2S,15415,2021
106,106," Government College of Engineering, Amravati", Mechanical Engineering,GOBCS,12848,2021
107,107," Government College of Engineering, Amravati", Mechanical Engineering,LOPENS,21613,2021
108,108," Government College of Engineering, Amravati", Mechanical Engineering,LSCS,31556,2021
109,109," Government College of Engineering, Amravati", Mechanical Engineering,LSTS,65740,2021
110,110," Government College of Engineering, Amravati", Mechanical Engineering,LVJS,57809,2021
111,111," Government College of Engineering, Amravati", Mechanical Engineering,LNT1S,56398,2021
112,112," Government College of Engineering, Amravati", Mechanical Engineering,LNT3S,24550,2021
113,113," Government College of Engineering, Amravati", Mechanical Engineering,LOBCS,84117,2021
114,114," Government College of Engineering, Amravati", Mechanical Engineering,PWDOPENS,29476,2021
115,115," Government College of Engineering, Amravati", Mechanical Engineering,DEFOPENS,9353,2021
116,116," Government College of Engineering, Amravati", Mechanical Engineering,TFWS,74823,2021
117,117," Government College of Engineering, Amravati", Mechanical Engineering,DEFROBCS,14806,2021
118,118," Sant Gadge Baba Amravati University,Amravati", Food Technology,GOPENH,36956,2021
119,119," Sant Gadge Baba Amravati University,Amravati", Food Technology,GSCH,60774,2021
120,120," Sant Gadge Baba Amravati University,Amravati", Food Technology,GSTH,58996,2021
121,121," Sant Gadge Baba Amravati University,Amravati", Food Technology,GOBCH,39782,2021
122,122," Sant Gadge Baba Amravati University,Amravati", Food Technology,LOPENH,23296,2021
123,123," Sant Gadge Baba Amravati University,Amravati", Food Technology,LSCH,43826,2021
124,124," Sant Gadge Baba Amravati University,Amravati", Food Technology,LOBCH,36676,2021
125,125," Sant Gadge Baba Amravati University,Amravati", Food Technology,GOPENO,13415,2021
126,126," Sant Gadge Baba Amravati University,Amravati", Food Technology,GOBCO,24968,2021
127,127," Sant Gadge Baba Amravati University,Amravati", Food Technology,TFWS,17216,2021
128,128," Sant Gadge Baba Amravati University,Amravati", Food Technology,EWS,50606,2021
129,129," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,GOPENH,68673,2021
130,130," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,GOBCH,79418,2021
131,131," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,LOPENH,37275,2021
132,132," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,GOPENO,22884,2021
133,133," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,LOBCO,64803,2021
134,134," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,TFWS,33079,2021
135,135," Sant Gadge Baba Amravati University,Amravati", Oil and Paints Technology,EWS,75665,2021
136,136," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,GOPENH,56746,2021
137,137," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,GOPENH,72318,2021
138,138," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,LOPENH,57074,2021
139,139," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,LOBCH,67655,2021
140,140," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,GOPENO,56638,2021
141,141," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,GOBCO,77842,2021
142,142," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,TFWS,36428,2021
143,143," Sant Gadge Baba Amravati University,Amravati", Paper and Pulp Technology,EWS,50595,2021
144,144," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GOPENH,52216,2021
145,145," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GSCH,71404,2021
146,146," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GOBCH,62765,2021
147,147," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,LOPENH,22306,2021
148,148," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,LSCH,72356,2021
149,149," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,LOBCH,60363,2021
150,150," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GNT2H,81008,2021
151,151," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GOPENO,19278,2021
152,152," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GSCO,34069,2021
153,153," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,GOBCO,22532,2021
154,154," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,LOPENO,26551,2021
155,155," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,TFWS,29721,2021
156,156," Sant Gadge Baba Amravati University,Amravati", Petro Chemical Engineering,EWS,32415,2021
157,157," Government College of Engineering,Yavatmal", Civil Engineering,GOPENH,30191,2021
158,158," Government College of Engineering,Yavatmal", Civil Engineering,GSCH,47909,2021
159,159," Government College of Engineering,Yavatmal", Civil Engineering,GSTH,52649,2021
160,160," Government College of Engineering,Yavatmal", Civil Engineering,GVJH,33405,2021
161,161," Government College of Engineering,Yavatmal", Civil Engineering,GNT1H,48047,2021
162,162," Government College of Engineering,Yavatmal", Civil Engineering,GNT2H,40317,2021
163,163," Government College of Engineering,Yavatmal", Civil Engineering,GNT3H,52260,2021
164,164," Government College of Engineering,Yavatmal", Civil Engineering,GOBCH,34861,2021
165,165," Government College of Engineering,Yavatmal", Civil Engineering,LOPENH,30740,2021
166,166," Government College of Engineering,Yavatmal", Civil Engineering,LSCH,40657,2021
167,167," Government College of Engineering,Yavatmal", Civil Engineering,LSTH,68467,2021
168,168," Government College of Engineering,Yavatmal", Civil Engineering,LNT2H,53070,2021
169,169," Government College of Engineering,Yavatmal", Civil Engineering,LOBCH,35873,2021
170,170," Government College of Engineering,Yavatmal", Civil Engineering,GOPENO,23050,2021
171,171," Government College of Engineering,Yavatmal", Civil Engineering,GSCO,23118,2021
172,172," Government College of Engineering,Yavatmal", Civil Engineering,GSTO,60582,2021
173,173," Government College of Engineering,Yavatmal", Civil Engineering,GVJO,37397,2021
174,174," Government College of Engineering,Yavatmal", Civil Engineering,GNT2O,33849,2021
175,175," Government College of Engineering,Yavatmal", Civil Engineering,GOBCO,25782,2021
176,176," Government College of Engineering,Yavatmal", Civil Engineering,LOPENO,23097,2021
177,177," Government College of Engineering,Yavatmal", Civil Engineering,LSCO,28908,2021
178,178," Government College of Engineering,Yavatmal", Civil Engineering,LOBCO,29057,2021
179,179," Government College of Engineering,Yavatmal", Civil Engineering,TFWS,18252,2021
180,180," Government College of Engineering,Yavatmal", Civil Engineering,EWS,31008,2021
181,181," Government College of Engineering,Yavatmal", Computer Engineering,GOPENH,22241,2021
182,182," Government College of Engineering,Yavatmal", Computer Engineering,GSCH,34997,2021
183,183," Government College of Engineering,Yavatmal", Computer Engineering,GSTH,64068,2021
184,184," Government College of Engineering,Yavatmal", Computer Engineering,GVJH,22858,2021
185,185," Government College of Engineering,Yavatmal", Computer Engineering,GNT1H,29259,2021
186,186," Government College of Engineering,Yavatmal", Computer Engineering,GNT2H,28087,2021
187,187," Government College of Engineering,Yavatmal", Computer Engineering,GNT3H,32727,2021
188,188," Government College of Engineering,Yavatmal", Computer Engineering,GOBCH,24042,2021
189,189," Government College of Engineering,Yavatmal", Computer Engineering,LOPENH,22130,2021
190,190," Government College of Engineering,Yavatmal", Computer Engineering,LSCH,31393,2021
191,191," Government College of Engineering,Yavatmal", Computer Engineering,LNT1H,36156,2021
192,192," Government College of Engineering,Yavatmal", Computer Engineering,LOBCH,24298,2021
193,193," Government College of Engineering,Yavatmal", Computer Engineering,LSTH,57330,2021
194,194," Government College of Engineering,Yavatmal", Computer Engineering,PWDOPENH,30316,2021
195,195," Government College of Engineering,Yavatmal", Computer Engineering,PWDROBC,72986,2021
196,196," Government College of Engineering,Yavatmal", Computer Engineering,GOPENO,13617,2021
197,197," Government College of Engineering,Yavatmal", Computer Engineering,GSCO,16972,2021
198,198," Government College of Engineering,Yavatmal", Computer Engineering,GSTO,51697,2021
199,199," Government College of Engineering,Yavatmal", Computer Engineering,GNT2O,22710,2021
200,200," Government College of Engineering,Yavatmal", Computer Engineering,GOBCO,14031,2021
201,201," Government College of Engineering,Yavatmal", Computer Engineering,LOPENO,10352,2021
202,202," Government College of Engineering,Yavatmal", Computer Engineering,LSCO,22071,2021
203,203," Government College of Engineering,Yavatmal", Computer Engineering,LSTO,66069,2021
204,204," Government College of Engineering,Yavatmal", Computer Engineering,LOBCO,16361,2021
205,205," Government College of Engineering,Yavatmal", Computer Engineering,DEFOPENS,18665,2021
206,206," Government College of Engineering,Yavatmal", Computer Engineering,TFWS,12856,2021
207,207," Government College of Engineering,Yavatmal", Computer Engineering,DEFROBCS,35543,2021
208,208," Government College of Engineering,Yavatmal", Computer Engineering,EWS,19604,2021
209,209," Government College of Engineering,Yavatmal", Electrical Engineering,GOPENH,44684,2021
210,210," Government College of Engineering,Yavatmal", Electrical Engineering,GSCH,51906,2021
211,211," Government College of Engineering,Yavatmal", Electrical Engineering,GSTH,72661,2021
212,212," Government College of Engineering,Yavatmal", Electrical Engineering,GVJH,46710,2021
213,213," Government College of Engineering,Yavatmal", Electrical Engineering,GNT1H,51982,2021
214,214," Government College of Engineering,Yavatmal", Electrical Engineering,GNT2H,44986,2021
215,215," Government College of Engineering,Yavatmal", Electrical Engineering,GOBCH,46366,2021
216,216," Government College of Engineering,Yavatmal", Electrical Engineering,LOPENH,40448,2021
217,217," Government College of Engineering,Yavatmal", Electrical Engineering,LSCH,42591,2021
218,218," Government College of Engineering,Yavatmal", Electrical Engineering,LVJH,45195,2021
219,219," Government College of Engineering,Yavatmal", Electrical Engineering,LNT2H,51705,2021
220,220," Government College of Engineering,Yavatmal", Electrical Engineering,LOBCH,45012,2021
221,221," Government College of Engineering,Yavatmal", Electrical Engineering,GNT3H,39529,2021
222,222," Government College of Engineering,Yavatmal", Electrical Engineering,GOPENO,23137,2021
223,223," Government College of Engineering,Yavatmal", Electrical Engineering,GSCO,35755,2021
224,224," Government College of Engineering,Yavatmal", Electrical Engineering,GSTO,82496,2021
225,225," Government College of Engineering,Yavatmal", Electrical Engineering,GOBCO,26927,2021
226,226," Government College of Engineering,Yavatmal", Electrical Engineering,LOPENO,24386,2021
227,227," Government College of Engineering,Yavatmal", Electrical Engineering,LSCO,35680,2021
228,228," Government College of Engineering,Yavatmal", Electrical Engineering,LOBCO,24558,2021
229,229," Government College of Engineering,Yavatmal", Electrical Engineering,TFWS,19713,2021
230,230," Government College of Engineering,Yavatmal", Electrical Engineering,EWS,49493,2021
231,231," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GOPENH,41097,2021
232,232," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GSCH,76524,2021
233,233," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GVJH,53313,2021
234,234," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GNT1H,46913,2021
235,235," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GNT2H,41819,2021
236,236," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GNT3H,61455,2021
237,237," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GOBCH,43178,2021
238,238," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LOPENH,39563,2021
239,239," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LSCH,42611,2021
240,240," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LVJH,55758,2021
241,241," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LNT1H,77876,2021
242,242," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LNT2H,42583,2021
243,243," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LOBCH,39586,2021
244,244," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GOPENO,23635,2021
245,245," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GSCO,26572,2021
246,246," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,GOBCO,24960,2021
247,247," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LOPENO,21848,2021
248,248," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LSCO,47349,2021
249,249," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,LOBCO,24416,2021
250,250," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,TFWS,21676,2021
251,251," Government College of Engineering,Yavatmal", Electronics and Telecommunication Engg,EWS,33465,2021
252,252," Government College of Engineering,Yavatmal", Mechanical Engineering,GOPENH,36429,2021
253,253," Government College of Engineering,Yavatmal", Mechanical Engineering,GSCH,54876,2021
254,254," Government College of Engineering,Yavatmal", Mechanical Engineering,GSTH,87809,2021
255,255," Government College of Engineering,Yavatmal", Mechanical Engineering,GVJH,41485,2021
256,256," Government College of Engineering,Yavatmal", Mechanical Engineering,GNT1H,54470,2021
257,257," Government College of Engineering,Yavatmal", Mechanical Engineering,GNT2H,46949,2021
258,258," Government College of Engineering,Yavatmal", Mechanical Engineering,GNT3H,81668,2021
259,259," Government College of Engineering,Yavatmal", Mechanical Engineering,GOBCH,41751,2021
260,260," Government College of Engineering,Yavatmal", Mechanical Engineering,LOPENH,46653,2021
261,261," Government College of Engineering,Yavatmal", Mechanical Engineering,LSCH,53814,2021
262,262," Government College of Engineering,Yavatmal", Mechanical Engineering,LOBCH,66604,2021
263,263," Government College of Engineering,Yavatmal", Mechanical Engineering,GOPENO,25708,2021
264,264," Government College of Engineering,Yavatmal", Mechanical Engineering,GSCO,28802,2021
265,265," Government College of Engineering,Yavatmal", Mechanical Engineering,GVJO,39437,2021
266,266," Government College of Engineering,Yavatmal", Mechanical Engineering,GNT2O,37341,2021
267,267," Government College of Engineering,Yavatmal", Mechanical Engineering,GOBCO,27644,2021
268,268," Government College of Engineering,Yavatmal", Mechanical Engineering,LOPENO,38401,2021
269,269," Government College of Engineering,Yavatmal", Mechanical Engineering,LSCO,49252,2021
270,270," Government College of Engineering,Yavatmal", Mechanical Engineering,LOBCO,54411,2021
271,271," Government College of Engineering,Yavatmal", Mechanical Engineering,TFWS,23560,2021
272,272," Government College of Engineering,Yavatmal", Mechanical Engineering,EWS,43235,2021
273,273," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GOPENH,13940,2021
274,274," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GSCH,22333,2021
275,275," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GSTH,25294,2021
276,276," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GVJH,27973,2021
277,277," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GNT1H,20016,2021
278,278," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GNT2H,21265,2021
279,279," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GOBCH,14698,2021
280,280," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LOPENH,11231,2021
281,281," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LSCH,27454,2021
282,282," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LSTH,75219,2021
283,283," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LOBCH,13835,2021
284,284," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GOPENO,11604,2021
285,285," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GSCO,22164,2021
286,286," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GSTO,47798,2021
287,287," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GVJO,32001,2021
288,288," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,GOBCO,12749,2021
289,289," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LOPENO,16534,2021
290,290," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LSCO,27713,2021
291,291," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,LOBCO,17609,2021
292,292," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,DEFOPENS,24626,2021
293,293," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,TFWS,5249,2021
294,294," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Computer Science and Engineering,EWS,15456,2021
295,295," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GOPENH,18948,2021
296,296," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GSCH,25619,2021
297,297," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GSTH,83006,2021
298,298," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GVJH,35196,2021
299,299," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GNT3H,43794,2021
300,300," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GOBCH,20468,2021
301,301," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LOPENH,20287,2021
302,302," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LSCH,27606,2021
303,303," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LSTH,87344,2021
304,304," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LNT2H,36082,2021
305,305," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LOBCH,20340,2021
306,306," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GOPENO,15668,2021
307,307," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GSCO,29249,2021
308,308," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GSTO,44037,2021
309,309," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,GOBCO,15832,2021
310,310," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LOPENO,18331,2021
311,311," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LNT1O,51917,2021
312,312," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,LOBCO,20691,2021
313,313," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,DEFOPENS,51721,2021
314,314," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,TFWS,9952,2021
315,315," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Information Technology,EWS,21309,2021
316,316," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],GOPENH,39473,2021
317,317," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],GSCH,67971,2021
318,318," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],GNT2H,45320,2021
319,319," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],GOBCH,46818,2021
320,320," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],LOPENH,35272,2021
321,321," Shri Sant Gajanan Maharaj College of Engineering,Shegaon", Electrical Engg[Electronics and Power],LOBCH,40330,2021
