ID,CollegeName,CourseName,Caste
3325," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GOPENS
3326," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GSCS
3327," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GSTS
3328," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GVJS
3329," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GOBCS
3330," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,GNT1S
3331," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LOPENS
3332," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LSCS
3333," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LSTS
3334," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LVJS
3335," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LOBCS
3336," K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Mechanical Engineering,LNT1S
3457," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GOPENS
3458," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GSCS
3459," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GSTS
3460," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GVJS
3461," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GOBCS
3462," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,GNT1S
3463," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LOPENS
3464," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LSCS
3465," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LSTS
3466," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LVJS
3467," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LOBCS
3468," Sinhagad Institute of Technology, Lonavala",Electrical Engineering,LNT1S
3481," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GOPENS
3482," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GSCS
3483," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GSTS
3484," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GVJS
3485," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GOBCS
3486," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,GNT1S
3487," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LOPENS
3488," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LSCS
3489," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LSTS
3490," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LVJS
3491," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LOBCS
3492," Sinhagad Institute of Technology, Lonavala",Mechanical Engineering,LNT1S
3589," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GOPENS
3590," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GSCS
3591," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GSTS
3592," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GVJS
3593," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GOBCS
3594," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,GNT1S
3595," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LOPENS
3596," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LSCS
3597," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LSTS
3598," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LVJS
3599," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LOBCS
3600," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Civil Engineering,LNT1S
3637," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GOPENS
3638," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GSCS
3639," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GSTS
3640," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GVJS
3641," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GOBCS
3642," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,GNT1S
3643," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LOPENS
3644," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LSCS
3645," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LSTS
3646," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LVJS
3647," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LOBCS
3648," Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa",Mechanical Engineering,LNT1S
3745," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GOPENS
3746," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GSCS
3747," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GSTS
3748," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GVJS
3749," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GOBCS
3750," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,GNT1S
3751," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LOPENS
3752," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LSCS
3753," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LSTS
3754," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LVJS
3755," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LOBCS
3756," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Civil Engineering,LNT1S
3793," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GOPENS
3794," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GSCS
3795," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GSTS
3796," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GVJS
3797," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GOBCS
3798," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,GNT1S
3799," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LOPENS
3800," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LSCS
3801," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LSTS
3802," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LVJS
3803," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LOBCS
3804," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechanical Engineering,LNT1S
3865," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GOPENS
3866," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GSCS
3867," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GSTS
3868," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GVJS
3869," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GOBCS
3870," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,GNT1S
3871," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LOPENS
3872," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LSCS
3873," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LSTS
3874," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LVJS
3875," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LOBCS
3876," Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Mechatronics Engineering,LNT1S
3949," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GOPENS
3950," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GSCS
3951," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GSTS
3952," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GVJS
3953," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GOBCS
3954," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,GNT1S
3955," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LOPENS
3956," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LSCS
3957," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LSTS
3958," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LVJS
3959," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LOBCS
3960," Pune District Education Association's College of Engineering, Pune",Mechanical Engineering,LNT1S
4213," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GOPENS
4214," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GSCS
4215," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GSTS
4216," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GVJS
4217," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GOBCS
4218," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GNT1S
4219," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LOPENS
4220," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LSCS
4221," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LSTS
4222," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LVJS
4223," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LOBCS
4224," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LNT1S
4237," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GOPENS
4238," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GSCS
4239," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GSTS
4240," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GVJS
4241," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GOBCS
4242," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GNT1S
4243," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LOPENS
4244," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LSCS
4245," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LSTS
4246," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LVJS
4247," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LOBCS
4248," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LNT1S
4261," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GOPENS
4262," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GSCS
4263," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GSTS
4264," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GVJS
4265," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GOBCS
4266," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GNT1S
4267," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LOPENS
4268," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LSCS
4269," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LSTS
4270," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LVJS
4271," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LOBCS
4272," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LNT1S
4333," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GOPENS
4334," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GSCS
4335," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GSTS
4336," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GVJS
4337," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GOBCS
4338," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GNT1S
4339," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LOPENS
4340," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LSCS
4341," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LSTS
4342," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LVJS
4343," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LOBCS
4344," K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,LNT1S
4525," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GOPENS
4526," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GSCS
4527," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GSTS
4528," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GVJS
4529," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GOBCS
4530," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,GNT1S
4531," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LOPENS
4532," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LSCS
4533," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LSTS
4534," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LVJS
4535," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LOBCS
4536," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Civil Engineering,LNT1S
4537," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GOPENS
4538," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GSCS
4539," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GSTS
4540," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GVJS
4541," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GOBCS
4542," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,GNT1S
4543," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LOPENS
4544," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LSCS
4545," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LSTS
4546," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LVJS
4547," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LOBCS
4548," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Computer Science and Engineering,LNT1S
4549," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GOPENS
4550," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GSCS
4551," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GSTS
4552," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GVJS
4553," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GOBCS
4554," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,GNT1S
4555," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LOPENS
4556," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LSCS
4557," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LSTS
4558," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LVJS
4559," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LOBCS
4560," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Electrical Engineering,LNT1S
4573," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GOPENS
4574," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GSCS
4575," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GSTS
4576," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GVJS
4577," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GOBCS
4578," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,GNT1S
4579," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LOPENS
4580," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LSCS
4581," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LSTS
4582," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LVJS
4583," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LOBCS
4584," Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Mechanical Engineering,LNT1S
4681," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GOPENS
4682," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GSCS
4683," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GSTS
4684," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GVJS
4685," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GOBCS
4686," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,GNT1S
4687," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LOPENS
4688," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LSCS
4689," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LSTS
4690," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LVJS
4691," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LOBCS
4692," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Civil Engineering,LNT1S
4693," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GOPENS
4694," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GSCS
4695," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GSTS
4696," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GVJS
4697," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GOBCS
4698," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,GNT1S
4699," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LOPENS
4700," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LSCS
4701," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LSTS
4702," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LVJS
4703," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LOBCS
4704," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Computer Science and Engineering,LNT1S
4705," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GOPENS
4706," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GSCS
4707," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GSTS
4708," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GVJS
4709," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GOBCS
4710," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,GNT1S
4711," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LOPENS
4712," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LSCS
4713," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LSTS
4714," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LVJS
4715," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LOBCS
4716," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Electrical Engineering,LNT1S
4729," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GOPENS
4730," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GSCS
4731," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GSTS
4732," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GVJS
4733," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GOBCS
4734," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,GNT1S
4735," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LOPENS
4736," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LSCS
4737," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LSTS
4738," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LVJS
4739," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LOBCS
4740," Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Mechanical Engineering,LNT1S
4837," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GOPENS
4838," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GSCS
4839," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GSTS
4840," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GVJS
4841," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GOBCS
4842," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,GNT1S
4843," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LOPENS
4844," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LSCS
4845," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LSTS
4846," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LVJS
4847," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LOBCS
4848," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Civil Engineering,LNT1S
4849," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GOPENS
4850," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GSCS
4851," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GSTS
4852," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GVJS
4853," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GOBCS
4854," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,GNT1S
4855," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,LOPENS
4856," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,LSCS
4857," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,LSTS
4858," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,LVJS
4859," Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Computer Science and Engineering,LOBCS
